BusinessEntityID,Name,AddressType,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,CountryRegionName
380,"Workout Emporium","Main Office","700 Bureau Road","","Montreal","Quebec","H1Y 2H7","Canada"
1078,"Eastside Parts Shop","Main Office","7000 Victoria Park Avenue","","Toronto","Ontario","M4B 1V4","Canada"
434,"Country Parts Shop","Main Office","7033, rue de Longchamp","","Les Ulis","Essonne","91940","France"
1832,"Downhill Bicycle Specialists","Main Office","725a The Arches","","Berks","England","SL4 1RH","United Kingdom"
1864,"Plastic Parts Company","Main Office","750 Philip Street","","Waterloo","Ontario","N2V","Canada"
508,"Atypical Bike Company","Main Office","7551, avenue Foch","","Paris","Seine (Paris)","75010","France"
512,"Metal Processing Company","Main Office","770 Notre Datme Quest Bureau 800","","Montreal","Quebec","H1Y 2H7","Canada"
564,"Unusual Bicycle Company","Main Office","85 Egerton Street","","Silverwater","New South Wales","2264","Australia"
1962,"Metropolitan Equipment","Main Office","88, avenue de l´ Union Centrale","","Paris","Seine (Paris)","75012","France"
1210,"Pretty Bikes and Toys","Main Office","9005, rue des Bouchers","","Paris","Seine (Paris)","75005","France"
1132,"General Industries","Main Office","9259 - 1110th Avenue Sw","","Calgary","Alberta","T2P 2G8","Canada"
432,"Bulk Discount Store","Main Office","93-2501, Blackfriars Road,","","London","England","SE1 8HL","United Kingdom"
1166,"Home Town Bike Store","Main Office","955 Green Valley Crescent","","Ottawa","Ontario","K4B 1S1","Canada"
970,"Primary Bike Distributors","Main Office","965 De La Gauchetiere West","","Montreal","Quebec","H1Y 2H8","Canada"
1200,"General Supplies","Main Office","9693 Louis H Lafontaine","","Ville De'anjou","Quebec","J1G 2R3","Canada"
1852,"Top Bike Market","Main Office","975 Princess Street","","Kingston","Ontario","7L","Canada"
1408,"Sports Products Store","Main Office","98, rue de Terre Neuve","","Lieusaint","Seine et Marne","77127","France"
1486,"Rural Mountain Bike Mart","Main Office","98, rue Montcalm","","Paris","Seine (Paris)","75019","France"
796,"Rich Department Store","Main Office","99 - 6 Orion Road","","Lane Cove","New South Wales","1597","Australia"
1386,"Authentic Sales and Service","Main Office","99 Dean Street, Soho","","London","England","W1V 5RN","United Kingdom"
1882,"Red Bicycle Company","Main Office","99, Rue Saint-pierre","","Pnot-Rouge","Quebec","J1E 2T7","Canada"
1162,"Bikes for Kids and Adults","Main Office","9900 Ronson Drive","","Etobicoke","Ontario","M9W 3P3","Canada"
1430,"Leather Seat Factory","Main Office","9900-6400 Boul, Taschereau","","Brossard","Quebec","J4Z 1R4","Canada"
1044,"Superb Sales and Repair","Main Office","990th Floor 700 De La GauchetiSre Ou","","Montreal","Quebec","H1Y 2H3","Canada"
1322,"Rapid Bikes","Main Office","992 St Clair Ave East","","Toronto","Ontario","M4B 1V7","Canada"
534,"Prosperous Tours","Main Office","99-3 Forest Works","","London","England","E17 6JF","United Kingdom"
566,"Courteous Bicycle Specialists","Main Office","995 Crescent","","Richmond Hill","Ontario","L4E 3M5","Canada"
828,"Vigorous Exercise Company","Main Office","9950 Ferrand Drive, 9th Floor","","Toronto","Ontario","M4B 1V4","Canada"
1940,"Fasteners & Bolts Outlet","Main Office","9960 King Street E.","","Toronto","Ontario","M4B 1V5","Canada"
948,"Standard Bikes","Main Office","9979 Bayview Drive","","Barrie","Ontario","L4N","Canada"
1802,"Cycling Goods","Main Office","997b Tradescant Road","","London","England","SW8 1XD","United Kingdom"
1394,"Tire Exchange","Main Office","9984 Wellington Street","","Ottawa","Ontario","K4B 1S2","Canada"
1816,"Famous Bike Shop","Main Office","999 West Georgia St.","","Vancouver","Ontario","V5T 1Y9","Canada"
1928,"Quick Parts and Service","Main Office","99954 Boul. Laurier, Local 060, Place","","Sainte-Foy","Quebec","G1W","Canada"
876,"Versatile Sporting Goods Company","Main Office","Alderstr 1849","","Braunschweig","Nordrhein-Westfalen","38001","Germany"
1190,"Mechanical Brake Manufacturers","Main Office","Alte Landstr 776","","München","Hamburg","80074","Germany"
736,"Primary Cycle Shop","Main Office","Am Grossen Dern 982","","Hamburg","Hamburg","20354","Germany"
606,"Speedometer Sales","Main Office","Am Karlshof 8200","","Hamburg","Hessen","22001","Germany"
646,"Rural Sporting Goods","Main Office","Auf der Krone 53","","Bonn","Nordrhein-Westfalen","53131","Germany"
1926,"Fitness Toys","Main Office","Auf Der Steige 1000","","Berlin","Hamburg","14111","Germany"
532,"North Bike Company","Main Office","Auf Der Steige 29","","Muehlheim","Hamburg","63151","Germany"
658,"Vigorous Sports Store","Main Office","Banbury","","Oxon","England","OX16 8RS","United Kingdom"
770,"Best Cycle Store","Main Office","Berliner Platz 45","","Offenbach","Saarland","63009","Germany"
768,"Citywide Service and Repair","Main Office","Box 99354 300 Union Street","","Saint John","Brunswick","E2P 1E3","Canada"
1326,"Nearby Sporting Goods","Main Office","Bradford","","W. York","England","BD1 4SJ","United Kingdom"
538,"Amalgamated Parts Shop","Main Office","Brunnenstr 422","","Frankfurt am Main","Hamburg","60082","Germany"
1250,"Next Door Cycles","Main Office","Brunnenstr 9511","","Berlin","Saarland","14197","Germany"
420,"Capital Riding Supplies","Main Office","Buergermeister-ulrich-str 9500","","Augsburg","Hamburg","86171","Germany"
1106,"The Commissary","Main Office","Bureau 9900 825, Avenue Querbes","","Outremont","Quebec","H1Y 2G5","Canada"
1410,"Exclusive Bicycle Mart","Main Office","Butterfield Hse, 7-251 Chapel St","","Lancaster","England","LA1 1LN","United Kingdom"
718,"First Supplies","Main Office","Chabbell Park","","North Ryde","New South Wales","2113","Australia"
378,"Pedaling Components","Main Office","Conesweg 49","","Kiel","Saarland","24044","Germany"
1342,"Global Sports Outlet","Main Office","Ctrcrt Bus Pk/995-27 Paul St N","","Lavender Bay","New South Wales","2060","Australia"
408,"Nearest Bike Store","Main Office","Ctrcrt Bus Pk/995-27 Paul St N","","North Ryde","New South Wales","2113","Australia"
1896,"Tenth Bike Store","Main Office","Depot 80","","Sillery","Quebec","G1T","Canada"
602,"Uttermost Bike Shop","Main Office","Ellesfield Ave","","Bracknell","England","RG12 8TB","United Kingdom"
944,"Number One Bike Co.","Main Office","Elmhurst Road, Goring","","Reading","England","RG7 5H7","United Kingdom"
830,"Showcase for Cycles","Main Office","Erftplatz 22","","Sulzbach Taunus","Saarland","66272","Germany"
984,"Riding Cycles","Main Office","Galashiels","","Liverpool","England","L4 4HB","United Kingdom"
416,"Teen Discount Store","Main Office","Haberstr 29","","Bonn","Hamburg","53131","Germany"
582,"Excellent Bikes","Main Office","Hans-Rosenthal-Platz 4223","","Grevenbroich","Bayern","41485","Germany"
636,"Bicycle Exporters","Main Office","Hellweg 4934","","Essen","Hamburg","45001","Germany"
1974,"Links Works","Main Office","Helsenbergbogen 6","","Ascheim","Hamburg","86171","Germany"
748,"Major Equipment Co","Main Office","Holzstr 6444","","Salzgitter","Hessen","38231","Germany"
1960,"Sports Store","Main Office","Internet House, 3399 Science Park","","Cambridge","England","CB4 4BZ","United Kingdom"
1020,"Bicycle Warehouse Inc.","Main Office","Karl Liebknecht str 299","","Frankfurt am Main","Saarland","60075","Germany"
314,"Top of the Line Bikes","Main Office","Knaackstr 7","","Paderborn","Hamburg","33041","Germany"
588,"Channel Outlet","Main Office","Knaves Beech Ind.","","High Wycombe","England","HP10 9QY","United Kingdom"
1088,"Fast Services","Main Office","Königsteiner Straße 449","","Leipzig","Nordrhein-Westfalen","04139","Germany"
1420,"Global Bike Retailers","Main Office","Königsteiner Straße 9","","Bad Soden","Hessen","65800","Germany"
1160,"West Wind Distributors","Main Office","Krönerweg 9249","","Hannover","Nordrhein-Westfalen","30601","Germany"
1178,"Enterprise Center","Main Office","Kurfürstenstr 574","","München","Hessen","80074","Germany"
888,"Lustrous Paints and Components","Main Office","Kurfürstenstr 74","","Poing","Saarland","66041","Germany"
730,"Very Best Sports Supply","Main Office","Kurfürstenstr 9","","Duesseldorf","Hessen","40605","Germany"
1058,"Mass Market Bikes","Main Office","Level 59","","Alexandria","New South Wales","2015","Australia"
1950,"Helpful Sales and Repair Service","Main Office","Licensing Account","","Seaford","Victoria","3198","Australia"
1484,"Essential Bike Works","Main Office","New Millhouse, 2583 Milton Park","","Abingdon","England","OX14 4SE","United Kingdom"
1444,"Remote Bicycle Specialists","Main Office","No. 2000-25080 Beaver Hall Hill","","Quebec","Quebec","G1R","Canada"
1236,"Twelfth Bike Store","Main Office","No. 25400 10665 Jasper Avenue","","Edmonton","Alberta","T5","Canada"
312,"Vinyl and Plastic Goods Corporation","Main Office","No. 25800-130 King Street West","","Toronto","Ontario","M4B 1V5","Canada"
758,"Nearby Bike Mall","Main Office","Nonnendamm 63","","Berlin","Nordrhein-Westfalen","14197","Germany"
1854,"Region Bike Company","Main Office","P O Box 72569","","East Brisbane","Queensland","4169","Australia"
608,"Two-Wheeled Transit Company","Main Office","P.O. Box 44000","","Winnipeg","Manitoba","R3","Canada"
358,"Quality Bike Sales","Main Office","P.O. Box 990032","","Findon","South Australia","5023","Australia"
322,"Irregulars Outlet","Main Office","Pappelallee 19","","Dresden","Hessen","01071","Germany"
1844,"Metropolitan Bicycle Supply","Main Office","Paramount House","","London","England","W1N 9FA","United Kingdom"
1398,"Oils and Fluids Warehouse","Main Office","Park House-4th Floor, 2516 Park St.","","London","England","W1Y 3RA","United Kingdom"
1284,"Instruments and Parts Company","Main Office","Phoenix Way, Cirencester","","Gloucestershire","England","GL7 1RY","United Kingdom"
426,"Cross-town Parts Shop","Main Office","Po Box 25484","","Springwood","New South Wales","2777","Australia"
708,"South Bike Company","Main Office","Po Box 83270","","Vancouver","British Columbia","V7L 4J4","Canada"
1880,"Off-Price Bike Center","Main Office","Postfach 11 09 00","","Berlin","Hessen","14111","Germany"
1072,"Producer Goods Clearinghouse","Main Office","Postfach 55 00 00","","Frankfurt","Bayern","91480","Germany"
550,"Helmets and Cycles","Main Office","Rosebery","","Lavender Bay","New South Wales","2060","Australia"
1008,"Precision Gears Inc.","Main Office","Roßstr 2248","","Stuttgart","Saarland","70511","Germany"
578,"Rambling Tours","Main Office","Rotthäuser Weg 511","","Stuttgart","Saarland","70511","Germany"
1010,"Cross-Country Riding Supplies","Main Office","Station E","","Chalk Riber","Ontario","K0J 1J0","Canada"
1908,"Rural Bicycle Supply","Main Office","Suite #9902","","North York","Ontario","M4C 4K6","Canada"
1988,"Retreat Inn","Main Office","Suite 2502 410 Albert Street","","Waterloo","Ontario","N2V","Canada"
738,"Sixth Bike Store","Main Office","Suite 25800 3401 - 10810th Avenue","","Surrey","British Columbia","V3T 4W3","Canada"
1476,"Low Price Cycles","Main Office","Suite 500 995 W. 11th Avenue","","Mississauga","Ontario","L5A 1H6","Canada"
386,"Nice Bikes","Main Office","Suite 800 2530 Slater Street","","Ottawa","Ontario","K4B 1T7","Canada"
356,"Serious Cycles","Main Office","Suite 99320 255 - 510th Avenue S.W.","","Calgary","Alberta","T2P 2G8","Canada"
1102,"Leisure Clearing House","Main Office","Unit 99a Battery Retail Pk","","Birmingham","England","B29 6SL","United Kingdom"
834,"Functional Store South","Main Office","Viktoria-Luise-Platz 475","","München","Nordrhein-Westfalen","80074","Germany"
1152,"Exceptional Cycle Services","Main Office","Wade Road","","Basingstoke Hants","England","RG24 8PL","United Kingdom"
1914,"Educational Services","Main Office","Wallstr 244","","Saarbrücken","Saarland","66001","Germany"
856,"Action Bicycle Specialists","Main Office","Warrington Ldc Unit 25/2","","Woolston","England","WA1 4SY","United Kingdom"
1432,"Good Bicycle Store","Main Office","Werftstr 4400","","Sulzbach Taunus","Saarland","66272","Germany"
1220,"Commerce Bicycle Specialists","Main Office","Wharfdale Road","","Berkshire","England","RG11 5TP","United Kingdom"
1472,"Tachometers and Accessories","Main Office","Wymbush","","Milton Keynes","England","MK8 8DF","United Kingdom"
1354,"Ideal Components","Main Office","2-252 Beauchamp Road","Botany Bay Industrial Estate","Cloverdale","South Australia","6105","Australia"
1238,"Consolidated Messenger","Main Office","25 Danger Street West","Floor 7","Toronto","Ontario","M4B 1V5","Canada"
1874,"Eighth Bike Store","Main Office","2500 N Serene Blvd","19th Floor","El Segundo","California","90245","United States"
1038,"Bike Part Wholesalers","Main Office","254a Baker Street","Botany","Sydney","New South Wales","1002","Australia"
1866,"Gears and Parts Company","Main Office","2nd Floor","55 Lavender Street","Milsons Point","New South Wales","2061","Australia"
586,"Alternative Vehicles","Main Office","3307 Evergreen Blvd","Ste 1071","Washougal","Washington","98671","United States"
724,"Two Wheels Cycle Store","Main Office","77 Beale Street","Room 99767c","San Francisco","California","94109","United States"
932,"Modular Cycle Systems","Main Office","800 Interchange Blvd.","Suite 2501","Austin","Texas","78701","United States"
1356,"Larger Cycle Shop","Main Office","Attn: Accounts Payable","44 Main Place","Melville","New York","11747","United States"
810,"Rampart Amusement Company","Main Office","Bradford","Raven House, Kingsgate","W. York","England","BD1 4SJ","United Kingdom"
1076,"Rustic Bike Store","Main Office","Buergermeister-ulrich-str 3000","Buchhaltung","Augsburg","Bayern","86150","Germany"
996,"Hometown Riding Supplies","Main Office","Bundesallee 9571","Rechnungsstelle - C 035","Berlin","Brandenburg","14197","Germany"
1984,"Nearby Cycle Shop","Main Office","Burgess Hill","Edward Way","West Sussex","England","RH15 9UD","United Kingdom"
798,"Sales and Supply Company","Main Office","Corporate Ofc A/p","123 Fourth Ave","Chantilly","Virginia","20151","United States"
1302,"Exhibition Showroom","Main Office","Garamonde Drive, Wymbush","P.O. Box 803","Milton Keynes","England","MK8 8ZD","United Kingdom"
1260,"Closest Bicycle Store","Main Office","Garamonde Drive, Wymbush","PO Box 4023","Milton Keynes","England","MK8 8ZD","United Kingdom"
1906,"Regional Cycle Shop","Main Office","Karl Liebknecht str 399","Leiter der Abteilung","Berlin","Hessen","14111","Germany"
410,"Fast Bike Works","Main Office","Level 100","77 Southbank Boulevard","South Melbourne","Victoria","3205","Australia"
1452,"Preferable Bikes","Main Office","Level 25","538 Climbing Street","Rhodes","New South Wales","2138","Australia"
1464,"List Price Catalog Company","Main Office","Level 25","96 Lytton Rd.","Melbourne","Victoria","3000","Australia"
1366,"Sensible Sports","Main Office","Level 5","157 Liverpool Street","Rhodes","New South Wales","2138","Australia"
972,"Major Bicycle Store","Main Office","Level 6","538 Climbing Street","Matraville","New South Wales","2036","Australia"
906,"Fitness Bike Accessories","Main Office","Level 7","114 Albert Road","Rhodes","New South Wales","2138","Australia"
1818,"Eastward Bike Accessories","Main Office","Level 7","201 Sussex Street","Matraville","New South Wales","2036","Australia"
1042,"Popular Bike Lines","Main Office","Level 7","80 Arthur Street","Newcastle","New South Wales","2300","Australia"
1938,"Cycle Parts and Accessories","Main Office","Level 99","12 South 10th Avenue","Melbourne","Victoria","3000","Australia"
666,"Fitness Discount Store","Main Office","Level 992","56 Pitt Street","Melbourne","Victoria","3000","Australia"
1370,"Liquidation Sales","Main Office","No. 6","Millenium Court","Perth","South Australia","6006","Australia"
1934,"A Typical Bike Shop","Main Office","One Dancing, Rr No. 25","Box 8033","Round Rock","Texas","78664","United States"
918,"Expert Cycle Store","Main Office","Orwith Center","39 Herbert Street","St. Leonards","New South Wales","2065","Australia"
1198,"Fabrikam Inc., East","Main Office","Roßstr 9938","Verkaufsabteilung","Eilenburg","Brandenburg","04838","Germany"
940,"Cycles Wholesaler & Mfg.","Main Office","Science Park South, Birchwood","Stanford House","Warrington","England","WA3 7BH","United Kingdom"
446,"Rodeway Bike Store","Main Office","Winterfeldtstr 5557","Kreditorenbuchhaltung","Münster","Saarland","48001","Germany"
